,SNaPs1,SNaPs2,SNaPs3,SNaPs4,ESCs1,ESCs2,ESCs3,ESCs4
ENSG00000105825,64,75,104,106,77,100,50,79
ENSG00000105829,234,292,342,377,292,350,260,393
ENSG00000105835,455,717,877,783,1078,1069,742,793
ENSG00000105849,193,243,277,321,537,556,420,508
ENSG00000105851,0,0,2,0,0,0,0,0
ENSG00000105852,0,0,0,0,0,0,0,0
ENSG00000105854,801,1156,1573,1678,282,313,179,208
ENSG00000105855,240,393,316,374,9,17,19,19
ENSG00000105856,760,969,999,1046,494,454,470,493
ENSG00000105865,112,185,159,200,190,250,139,192
ENSG00000105866,196,297,290,279,257,254,239,342
ENSG00000105875,119,131,146,163,134,155,152,101
ENSG00000105877,5,15,24,36,46,51,18,27
ENSG00000105879,308,423,460,483,471,341,393,427
ENSG00000105880,0,0,2,1,0,0,0,0
ENSG00000105887,856,1118,1266,1316,837,680,796,895
ENSG00000105889,32,30,21,16,68,102,47,49
ENSG00000105894,6064,7116,7695,7742,221,252,248,224
ENSG00000105926,71,114,126,131,236,175,246,323
ENSG00000105928,103,160,181,119,69,63,79,72
ENSG00000105929,0,0,0,0,3,19,20,12
ENSG00000105939,101,139,138,142,712,761,631,534
ENSG00000105948,101,184,230,204,105,89,72,93
ENSG00000105953,722,1060,1160,1183,1134,1285,1024,829
ENSG00000105954,0,0,0,0,0,0,0,0
ENSG00000105963,0,0,0,2,6,2,9,3
ENSG00000105967,2,0,0,0,0,0,0,0
ENSG00000105968,1148,1543,1908,1839,752,791,590,589
ENSG00000105971,1,6,4,4,8,3,6,0
ENSG00000105974,18,23,36,19,51,51,56,29
ENSG00000105976,4,2,4,3,57,62,58,43
ENSG00000105982,14,21,25,21,7,5,6,8
ENSG00000105983,92,220,161,170,149,116,106,128
ENSG00000105988,8,3,7,4,13,4,11,14
ENSG00000105989,0,0,0,0,0,0,0,0
ENSG00000105991,0,0,0,0,0,0,0,0
ENSG00000105993,1138,1430,1628,1668,3549,4090,2808,3033
ENSG00000105996,0,0,3,1,0,0,0,0
ENSG00000105997,0,0,0,0,0,0,0,0
ENSG00000106003,17,23,34,28,11,6,5,12
ENSG00000106004,0,0,0,0,0,0,0,0
ENSG00000106006,0,0,0,0,0,0,0,0
ENSG00000106009,115,259,398,570,667,782,422,188
ENSG00000106012,64,85,93,103,14,27,7,7
ENSG00000106013,0,0,0,0,0,0,0,0
ENSG00000106018,0,0,1,2,16,8,11,9
ENSG00000106025,165,236,264,199,241,314,200,306
ENSG00000106028,873,1015,1232,1196,1918,2017,1496,1715
ENSG00000106031,0,0,0,0,0,0,0,0
ENSG00000106034,86,121,125,111,7,0,3,0
ENSG00000106038,0,1,0,1,0,0,0,0
ENSG00000106049,185,512,714,713,549,609,329,210
ENSG00000106052,909,1320,1630,1525,1133,1209,864,1029
ENSG00000106066,295,321,393,398,658,755,519,492
ENSG00000106069,23,32,35,23,18,19,32,10
ENSG00000106070,147,220,331,245,252,323,270,236
ENSG00000106077,111,138,162,211,157,136,121,108
ENSG00000106078,2,7,1,8,28,32,11,27
ENSG00000106080,113,126,141,166,119,98,121,122
ENSG00000106086,90,164,237,228,109,72,104,100
ENSG00000106089,7,27,19,18,26,58,13,16
ENSG00000106100,40,84,91,92,65,81,48,52
ENSG00000106105,1422,1792,1901,2006,5497,6317,4381,4439
ENSG00000106113,0,1,3,0,13,17,11,3
ENSG00000106123,12,29,42,38,43,77,48,37
ENSG00000106125,35,63,62,64,24,34,15,12
ENSG00000106128,0,0,0,0,0,5,0,0
ENSG00000106133,33,54,54,51,163,174,71,94
ENSG00000106144,454,713,780,810,608,511,581,568
ENSG00000106153,3176,3689,4430,4443,2749,3227,2149,2351
ENSG00000106178,0,0,0,0,0,0,0,0
ENSG00000106211,323,360,435,414,379,487,260,356
ENSG00000106236,17,28,22,16,40,57,36,42
ENSG00000106244,499,587,746,874,802,861,604,586
ENSG00000106245,710,844,1093,1064,1068,1225,882,834
ENSG00000106246,99,156,167,162,268,391,212,219
ENSG00000106258,2,5,1,13,2,1,1,1
ENSG00000106261,833,1622,1726,1801,529,635,430,401
ENSG00000106263,289,321,314,329,738,758,735,637
ENSG00000106266,72,127,123,122,280,304,207,231
ENSG00000106268,299,312,378,382,427,514,351,331
ENSG00000106278,1121,1987,2309,2161,3215,2667,2665,2520
ENSG00000106290,378,695,768,794,856,927,671,591
ENSG00000106299,272,384,413,369,380,288,318,326
ENSG00000106302,0,0,0,0,0,0,0,0
ENSG00000106304,0,1,0,0,0,0,0,0
ENSG00000106305,315,338,387,425,944,1168,753,863
ENSG00000106327,16,13,9,7,49,45,44,24
ENSG00000106328,0,0,2,0,1,1,0,1
ENSG00000106330,29,41,57,53,41,41,36,18
ENSG00000106331,0,1,0,0,0,0,0,0
ENSG00000106333,72,114,154,101,124,107,96,85
ENSG00000106336,3,5,20,6,5,15,10,14
ENSG00000106341,88,87,88,81,37,45,26,20
ENSG00000106344,265,351,408,481,627,625,482,585
ENSG00000106346,199,334,365,382,248,293,179,240
ENSG00000106348,90,140,196,200,321,405,257,196
ENSG00000106351,18,18,19,16,4,3,1,5
ENSG00000106355,502,568,681,668,580,694,472,595
ENSG00000106366,27,34,53,34,6,8,1,5
ENSG00000106367,59,75,114,94,50,73,58,44
ENSG00000106384,0,0,0,0,0,1,0,0
ENSG00000106392,140,219,232,244,699,722,614,728
ENSG00000106397,309,394,436,431,451,593,371,269
ENSG00000106399,510,601,695,688,633,759,546,598
ENSG00000106400,425,529,609,698,571,554,388,321
ENSG00000106404,1,9,3,7,6,6,11,7
ENSG00000106410,0,0,0,0,0,0,0,0
ENSG00000106415,163,189,271,186,120,112,100,171
ENSG00000106436,0,0,0,0,1,3,0,1
ENSG00000106443,201,268,291,337,198,198,179,217
ENSG00000106459,174,250,252,299,183,248,193,184
ENSG00000106460,476,822,977,874,541,558,459,608
ENSG00000106462,285,538,823,1046,558,597,332,203
ENSG00000106477,365,545,642,612,182,206,157,185
ENSG00000106479,41,74,77,101,29,20,9,24
ENSG00000106483,1,6,2,6,0,0,0,0
ENSG00000106484,1110,1863,4822,5937,4943,5453,3596,3934
ENSG00000106511,2,5,8,10,3,5,0,2
ENSG00000106524,484,614,749,628,233,340,273,282
ENSG00000106526,0,0,4,0,1,2,0,0
ENSG00000106536,12,22,25,31,1,1,7,2
ENSG00000106537,298,603,694,629,369,418,311,292
ENSG00000106538,165,234,260,272,2494,2993,1811,1560
ENSG00000106540,0,0,0,2,0,0,0,0
ENSG00000106541,0,0,0,0,0,0,0,0
ENSG00000106546,9,35,23,20,11,10,13,19
ENSG00000106554,946,1233,1358,1400,1910,2276,1498,1711
ENSG00000106560,0,0,0,0,0,0,2,0
ENSG00000106565,6,12,14,12,6,12,7,13
ENSG00000106571,632,972,1075,1042,143,127,133,120
ENSG00000106588,1878,2187,2572,2785,4412,5047,3500,4365
ENSG00000106591,323,311,413,441,649,882,664,827
ENSG00000106603,900,1126,1296,1248,1346,1427,1106,1293
ENSG00000106605,223,318,360,350,429,497,350,340
ENSG00000106608,135,163,232,222,132,145,92,87
ENSG00000106609,155,230,308,229,188,194,168,119
ENSG00000106610,226,271,312,292,188,183,162,142
ENSG00000106615,766,907,1079,1021,1551,1714,1202,1402
ENSG00000106617,62,49,55,58,109,112,96,81
ENSG00000106624,86,108,130,127,64,56,86,59
ENSG00000106628,1484,1829,2142,2134,1774,2019,1538,1539
ENSG00000106631,0,0,2,0,1,0,0,0
ENSG00000106633,32,77,86,98,151,172,105,121
ENSG00000106635,40,56,82,100,61,53,42,64
ENSG00000106636,52,78,114,89,92,126,90,94
ENSG00000106638,102,188,259,278,248,233,156,125
ENSG00000106648,0,0,0,0,0,1,1,1
ENSG00000106665,61,159,133,162,136,179,102,66
ENSG00000106682,3705,4675,5218,5400,5902,7130,4932,5488
ENSG00000106683,69,116,113,120,163,185,115,122
ENSG00000106686,0,1,0,0,1,2,0,2
ENSG00000106688,12,16,14,26,88,78,87,95
ENSG00000106689,13,17,18,15,7,14,9,3
ENSG00000106692,69,152,114,160,94,55,133,95
ENSG00000106701,20,66,97,75,22,27,21,14
ENSG00000106714,23,46,50,35,9,27,11,10
ENSG00000106723,421,711,848,809,722,576,751,730
ENSG00000106733,8,23,21,9,72,86,39,55
ENSG00000106771,274,410,519,447,384,475,328,451
ENSG00000106772,91,221,294,280,194,189,155,123
ENSG00000106780,66,124,129,140,20,9,9,12
ENSG00000106785,4,13,11,5,140,137,97,82
ENSG00000106789,58,68,69,52,644,648,487,486
ENSG00000106799,677,1066,1110,1083,238,176,197,301
ENSG00000106803,613,673,834,812,856,1051,664,747
ENSG00000106804,62,137,123,136,37,21,24,22
ENSG00000106809,1,1,0,0,3,0,0,0
ENSG00000106819,0,0,3,0,0,0,0,0
ENSG00000106823,3,2,1,2,0,1,0,0
ENSG00000106829,416,568,549,556,98,79,92,84
ENSG00000106852,2,0,0,0,27,49,39,25
ENSG00000106853,339,320,373,395,293,332,246,282
ENSG00000106868,5,7,10,10,13,4,15,14
ENSG00000106927,1,0,0,1,24,28,27,14
ENSG00000106948,68,100,115,99,234,244,202,167
ENSG00000106952,0,0,0,0,0,0,0,0
ENSG00000106976,29,33,57,49,84,66,38,43
ENSG00000106991,8,19,22,56,75,96,67,32
ENSG00000106992,153,220,248,292,111,110,89,77
ENSG00000106993,96,166,193,248,402,395,274,316
ENSG00000107014,5,8,7,6,9,4,15,8
ENSG00000107018,4,4,0,3,2,2,5,0
ENSG00000107020,308,324,381,380,243,309,199,219
ENSG00000107021,194,312,299,312,180,194,203,147
ENSG00000107036,61,70,115,105,66,52,70,72
ENSG00000107077,50,203,134,242,307,358,211,149
ENSG00000107099,26,40,16,60,9,10,1,4
ENSG00000107104,80,215,226,238,386,381,329,136
ENSG00000107105,112,191,191,168,106,137,75,109
ENSG00000107130,32,40,64,45,68,71,45,40
ENSG00000107140,50,59,66,85,17,30,26,19
ENSG00000107147,0,0,0,0,0,0,0,0
ENSG00000107159,6,2,6,5,7,3,4,4
ENSG00000107164,38,74,97,103,114,133,66,96
ENSG00000107165,1,0,11,12,1,0,0,0
ENSG00000107175,501,523,711,719,344,446,331,368
ENSG00000107185,152,277,364,300,202,210,206,193
ENSG00000107186,263,457,518,557,183,172,152,160
ENSG00000107187,0,0,0,0,0,0,0,0
ENSG00000107201,65,108,89,73,88,94,63,84
ENSG00000107223,1130,1313,1643,1633,1506,1666,1225,1086
ENSG00000107242,133,175,216,189,23,15,15,36
ENSG00000107249,139,172,212,263,2,1,0,2
ENSG00000107262,28,64,70,66,61,58,68,41
ENSG00000107263,50,84,96,104,110,131,104,111
ENSG00000107281,8,20,55,48,65,42,15,5
ENSG00000107282,19,26,30,28,5,3,9,9
ENSG00000107290,428,718,811,713,637,701,567,599
ENSG00000107295,2,5,6,12,45,63,26,35
ENSG00000107317,4,4,8,3,2,13,0,3
ENSG00000107331,45,121,181,156,71,84,43,9
ENSG00000107338,5,4,7,3,5,3,7,14
ENSG00000107341,349,457,486,505,283,255,243,252
ENSG00000107362,37,50,76,58,60,66,73,108
ENSG00000107371,461,483,553,567,988,1174,714,803
ENSG00000107372,287,437,480,523,341,381,299,297
ENSG00000107404,12,18,22,27,22,36,18,21
ENSG00000107438,59,77,83,95,1055,1197,789,867
ENSG00000107443,74,177,190,246,205,198,127,98
ENSG00000107447,0,0,0,0,0,0,0,0
ENSG00000107485,0,0,0,0,0,0,2,0
ENSG00000107518,55,54,105,123,31,9,9,27
ENSG00000107521,223,350,315,361,414,527,298,352
ENSG00000107537,278,326,386,374,493,540,337,408
ENSG00000107551,192,317,263,276,128,125,120,109
ENSG00000107554,297,481,500,516,335,278,271,261
ENSG00000107560,70,89,104,93,36,29,36,42
ENSG00000107562,27,69,84,51,491,499,300,336
ENSG00000107566,500,825,879,883,769,868,636,719
ENSG00000107581,1906,2823,3012,3023,4432,4204,3846,3747
ENSG00000107593,1,1,0,0,0,0,0,0
ENSG00000107611,34,56,68,66,5,0,2,0
ENSG00000107614,117,202,182,206,133,134,100,128
ENSG00000107625,689,929,1073,1046,846,874,618,706
ENSG00000107643,110,153,164,183,180,145,150,167
ENSG00000107651,136,504,535,565,920,1055,731,534
ENSG00000107669,127,299,406,348,300,244,193,165
ENSG00000107672,75,98,170,214,223,260,146,94
ENSG00000107679,90,156,160,212,217,226,171,139
ENSG00000107719,40,70,96,113,226,279,141,174
ENSG00000107731,36,51,47,47,229,205,176,155
ENSG00000107736,19,33,34,34,25,5,21,7
ENSG00000107738,4,7,6,6,1,4,1,6
ENSG00000107742,61,101,112,138,18,5,15,9
ENSG00000107745,438,578,721,706,452,508,314,363
ENSG00000107758,61,87,97,100,44,44,48,62
ENSG00000107771,99,201,281,330,169,251,125,130
ENSG00000107779,224,363,453,386,337,345,260,330
ENSG00000107789,449,532,652,553,862,1007,539,743
ENSG00000107796,106,79,154,129,0,6,6,7
ENSG00000107798,384,553,623,568,466,571,402,495
ENSG00000107807,0,0,0,0,0,0,0,0
ENSG00000107815,54,68,81,87,202,183,153,152
ENSG00000107816,43,61,100,115,135,159,74,76
ENSG00000107819,42,67,89,82,26,25,32,32
ENSG00000107821,3,21,34,19,1,2,0,0
ENSG00000107829,37,49,56,88,43,39,40,37
ENSG00000107831,1,3,4,4,2,2,2,0
ENSG00000107833,66,98,115,124,286,373,226,219
ENSG00000107854,163,277,294,328,220,194,309,359
ENSG00000107859,0,0,0,0,0,0,0,0
ENSG00000107862,342,677,627,660,327,394,379,304
ENSG00000107863,202,361,403,401,177,135,149,129
ENSG00000107864,1,11,8,14,5,3,3,3
ENSG00000107872,200,299,338,374,282,314,201,146
ENSG00000107874,1531,2006,2192,2187,1197,1256,997,808
ENSG00000107882,100,154,146,168,67,76,59,82
ENSG00000107890,37,95,82,93,41,38,32,38
ENSG00000107897,174,346,402,405,254,247,198,169
ENSG00000107902,25,59,88,85,209,200,143,106
ENSG00000107929,476,668,675,675,892,927,877,901
ENSG00000107937,669,984,1004,1123,1815,2201,1524,1726
ENSG00000107938,106,282,317,303,497,447,385,217
ENSG00000107949,690,931,1038,983,1445,1576,1067,1259
ENSG00000107951,589,921,981,966,1044,1170,957,1148
ENSG00000107954,0,9,0,10,0,1,1,1
ENSG00000107957,43,76,66,79,65,45,69,46
ENSG00000107959,383,607,649,721,577,612,468,416
ENSG00000107960,239,292,406,361,245,274,167,199
ENSG00000107968,27,65,117,95,45,47,49,39
ENSG00000107984,119,121,168,172,1,0,2,3
ENSG00000108001,15,18,22,29,3,0,0,0
ENSG00000108010,852,1053,1262,1302,2701,3012,1814,2186
ENSG00000108018,39,69,63,75,24,27,14,11
ENSG00000108021,97,174,169,219,254,152,234,257
ENSG00000108039,762,983,1081,1131,724,873,567,544
ENSG00000108055,1263,1703,1946,1989,1587,1624,1222,1319
ENSG00000108061,142,466,580,558,244,310,295,263
ENSG00000108064,282,412,426,408,553,530,482,504
ENSG00000108091,188,272,234,297,464,370,368,431
ENSG00000108094,272,618,689,681,674,882,538,610
ENSG00000108100,110,129,158,140,98,90,72,101
ENSG00000108106,17,52,76,63,87,91,68,34
ENSG00000108107,3622,4229,4658,4782,5784,6574,4656,3810
ENSG00000108175,384,508,522,548,188,185,184,198
ENSG00000108176,51,59,84,61,18,25,18,26
ENSG00000108179,161,713,897,784,1192,1294,849,341
ENSG00000108187,40,26,56,43,3,12,7,16
ENSG00000108219,1062,1615,1864,1918,1211,1373,997,954
ENSG00000108231,546,711,989,988,2,0,0,2
ENSG00000108239,26,38,82,62,22,16,12,2
ENSG00000108242,0,0,4,1,0,1,0,0
ENSG00000108244,0,0,0,0,0,0,0,0
ENSG00000108255,5,8,8,1,0,0,0,1
ENSG00000108256,329,461,530,500,744,527,660,710
ENSG00000108262,198,195,238,257,246,316,212,211
ENSG00000108298,10966,12599,15078,15445,16254,18604,13329,13556
ENSG00000108306,200,247,361,362,87,73,63,56
ENSG00000108309,6,2,5,7,15,15,15,17
ENSG00000108312,167,213,361,258,287,337,246,204
ENSG00000108342,0,0,0,0,0,0,0,0
ENSG00000108344,84,118,155,154,199,240,147,118
ENSG00000108349,269,754,997,1045,1042,1022,802,499
ENSG00000108352,7,24,33,15,44,53,46,36
ENSG00000108370,11,13,10,38,10,12,5,5
ENSG00000108375,32,56,87,59,17,16,23,7
ENSG00000108379,545,875,929,922,7,18,5,14
ENSG00000108381,0,0,0,0,0,0,0,0
ENSG00000108384,214,296,315,300,129,128,104,156
ENSG00000108387,32,53,80,62,98,106,61,44
ENSG00000108389,208,487,494,481,200,210,167,167
ENSG00000108395,190,651,829,793,1344,1354,949,711
ENSG00000108405,0,0,0,0,0,0,2,0
ENSG00000108406,797,1960,2289,2296,725,775,637,540
ENSG00000108417,0,0,0,0,0,0,0,0
ENSG00000108423,150,214,241,262,208,200,186,207
ENSG00000108424,945,1339,1536,1488,1217,1168,1106,1260
ENSG00000108433,156,266,322,249,305,339,220,236
ENSG00000108439,41,48,52,63,112,112,80,58
ENSG00000108442,0,0,0,0,0,0,0,0
ENSG00000108443,201,235,284,297,279,288,179,200
ENSG00000108448,73,85,66,97,57,53,53,46
ENSG00000108452,0,0,0,0,0,0,0,0
ENSG00000108465,919,1054,1196,1297,475,610,479,390
ENSG00000108468,961,1156,1498,1298,744,890,704,765
ENSG00000108469,38,128,224,243,224,244,166,100
ENSG00000108474,111,132,131,121,234,260,151,195
ENSG00000108479,286,410,417,473,461,504,419,370
ENSG00000108506,111,184,215,210,167,196,156,160
ENSG00000108509,13,18,28,27,13,13,5,8
ENSG00000108510,220,377,348,300,159,123,182,216
ENSG00000108511,0,0,0,0,0,0,0,0
ENSG00000108515,226,263,288,277,121,111,81,92
ENSG00000108516,0,0,0,0,0,0,0,0
ENSG00000108518,1064,2726,3125,3202,7648,8860,5936,4328
ENSG00000108523,210,313,330,337,485,603,429,411
ENSG00000108528,592,865,922,1052,992,1252,731,682
ENSG00000108551,4,30,54,51,12,20,10,5
ENSG00000108556,0,0,0,1,3,0,4,1
ENSG00000108557,37,77,137,151,22,8,9,6
ENSG00000108559,623,751,1019,896,1420,1579,1004,1156
ENSG00000108561,86,1624,1995,1977,7106,8116,5259,769
ENSG00000108576,0,3,1,2,1,0,2,0
ENSG00000108578,940,1179,1445,1428,1321,1781,1232,1181
ENSG00000108582,215,413,477,405,146,176,172,132
ENSG00000108587,205,268,289,349,286,310,271,272
ENSG00000108588,201,476,678,720,813,1044,615,505
ENSG00000108590,149,134,206,171,92,95,45,83
ENSG00000108591,305,379,453,450,486,541,387,394
ENSG00000108592,396,520,593,650,787,861,658,708
ENSG00000108599,88,211,265,270,255,263,188,133
ENSG00000108602,2,4,1,6,2,10,2,1
ENSG00000108604,44,46,68,44,214,209,192,117
ENSG00000108622,1,2,1,1,1,1,0,0
ENSG00000108639,310,392,491,427,883,1126,797,648
ENSG00000108641,209,274,290,268,319,331,234,233
ENSG00000108651,408,465,574,614,953,1373,868,983
ENSG00000108654,3434,5095,6780,6596,5324,5403,4375,4907
ENSG00000108666,343,438,587,633,500,555,412,445
ENSG00000108669,67,92,140,133,73,58,62,41
ENSG00000108671,1967,2377,2737,2802,4059,4780,3439,3642
ENSG00000108679,643,787,915,878,1178,1233,1065,897
ENSG00000108684,0,1,7,1,10,13,11,8
ENSG00000108688,0,0,0,0,0,0,0,0
ENSG00000108691,88,91,92,125,28,26,19,29
ENSG00000108700,0,0,0,0,0,0,0,0
ENSG00000108702,0,0,0,0,0,0,0,0
ENSG00000108733,81,130,131,111,58,79,67,67
ENSG00000108759,0,0,0,0,0,0,0,0
ENSG00000108771,3,5,1,3,66,71,29,33
ENSG00000108773,24,31,32,48,65,60,45,20
ENSG00000108774,328,522,537,561,511,556,422,427
ENSG00000108784,28,57,33,50,66,66,60,44
ENSG00000108785,0,0,1,1,0,0,0,0
ENSG00000108786,14,10,21,26,16,7,6,11
ENSG00000108788,351,488,500,524,697,736,514,498
ENSG00000108797,30,48,48,33,31,50,24,27
ENSG00000108798,1,1,10,2,10,10,13,0
ENSG00000108799,130,231,212,222,121,155,98,80
ENSG00000108813,0,0,0,0,0,4,0,1
ENSG00000108819,2,8,7,5,2,1,1,0
ENSG00000108821,107,236,214,180,76,101,60,48
ENSG00000108823,1,0,1,0,0,5,0,0
ENSG00000108825,14,36,24,24,31,26,34,58
ENSG00000108826,340,376,523,501,507,613,380,425
ENSG00000108828,1038,2405,2699,2691,3518,3937,2804,2366
ENSG00000108829,276,481,567,553,725,777,725,696
ENSG00000108830,208,285,339,377,403,415,310,332
ENSG00000108839,1,0,1,3,9,20,19,5
ENSG00000108840,106,421,704,797,599,719,427,232
ENSG00000108846,0,0,2,2,5,11,7,5
ENSG00000108848,459,611,760,826,785,794,536,472
ENSG00000108849,0,0,0,1,1,1,0,0
ENSG00000108852,210,428,476,513,685,844,588,533
ENSG00000108854,79,133,137,178,110,78,81,70
ENSG00000108861,299,637,694,673,387,432,316,284
ENSG00000108878,3,1,0,0,0,0,0,0
ENSG00000108883,1340,2069,2462,2129,2927,3364,2823,2543
ENSG00000108924,0,0,0,0,0,0,2,3
ENSG00000108932,3,5,12,9,0,2,0,1
ENSG00000108946,1341,3436,3743,3642,2203,2510,1600,1647
ENSG00000108947,146,192,233,238,29,17,36,23
ENSG00000108950,0,15,10,10,1,0,3,3
ENSG00000108953,5636,8400,9950,10016,7340,8092,6447,6422
ENSG00000108958,21,34,44,63,36,31,34,34
ENSG00000108960,100,162,221,151,209,144,149,201
ENSG00000108961,221,304,354,352,331,357,248,239
ENSG00000108963,29,44,55,59,78,54,48,28
ENSG00000108984,319,432,448,470,496,624,513,456
ENSG00000109016,211,272,288,242,240,297,230,223
ENSG00000109046,243,357,597,474,736,789,414,425
ENSG00000109047,0,0,0,0,0,0,0,0
ENSG00000109061,0,0,0,0,0,0,0,0
ENSG00000109062,21,63,78,151,270,266,151,50
ENSG00000109063,3,1,10,0,4,6,1,4
ENSG00000109065,170,240,266,244,575,554,347,391
ENSG00000109066,120,144,126,152,224,274,177,188
ENSG00000109072,82,127,171,158,0,0,2,0
ENSG00000109079,480,617,801,740,260,278,256,263
ENSG00000109083,169,162,222,213,134,150,99,106
ENSG00000109084,1787,2372,2748,2829,1948,2045,1798,1786
ENSG00000109089,99,145,175,161,190,178,169,155
ENSG00000109099,229,275,309,285,105,55,40,80
ENSG00000109101,0,0,0,0,0,0,0,0
ENSG00000109103,114,127,150,145,107,91,71,88
ENSG00000109107,1221,1390,1623,1530,1170,1229,1092,1079
ENSG00000109111,144,451,362,394,373,430,337,204
ENSG00000109113,998,1330,1578,1567,2524,3001,1995,1886
ENSG00000109118,120,157,211,189,170,211,157,100
ENSG00000109132,11,12,16,16,0,0,0,0
ENSG00000109133,554,780,858,814,1160,1254,1050,1434
ENSG00000109158,4,0,0,0,1,4,6,0
ENSG00000109163,0,0,3,0,0,0,0,0
ENSG00000109171,42,89,109,72,38,42,55,41
ENSG00000109180,750,942,1228,1162,1150,1421,1121,1303
ENSG00000109181,0,0,0,1,0,0,0,0
ENSG00000109182,0,0,0,0,0,0,0,1
ENSG00000109184,234,591,664,668,575,577,363,407
ENSG00000109189,223,472,557,581,586,444,381,330
ENSG00000109193,0,0,0,0,0,0,0,0
ENSG00000109205,0,0,0,0,0,0,0,0
ENSG00000109208,0,0,0,0,0,0,0,0
ENSG00000109220,39,105,215,195,115,96,49,18
ENSG00000109255,297,303,448,457,195,214,137,147
ENSG00000109265,18,65,62,45,18,16,22,25
ENSG00000109270,468,689,851,784,296,316,248,420
ENSG00000109272,0,0,0,0,0,1,0,0
ENSG00000109320,51,45,46,56,42,38,37,48
ENSG00000109321,0,0,0,0,0,0,0,0
ENSG00000109323,202,346,429,361,610,668,519,567
ENSG00000109332,1864,2963,3827,3661,4792,5263,3901,3925
ENSG00000109339,819,1258,1479,1373,104,105,99,97
ENSG00000109381,157,212,263,217,153,127,167,145
ENSG00000109390,564,574,642,681,591,607,469,485
ENSG00000109424,2,2,3,4,3,1,2,2
ENSG00000109436,45,70,64,58,27,10,11,6
ENSG00000109445,388,529,640,552,839,885,651,772
ENSG00000109452,40,76,87,86,3,2,5,0
ENSG00000109458,72,208,219,221,132,89,80,77
ENSG00000109466,14,15,26,18,16,16,17,16
ENSG00000109471,0,0,0,0,0,0,0,0
ENSG00000109472,129,151,230,212,15,21,12,19
ENSG00000109475,3413,3558,4053,4219,4158,4544,3787,3546
ENSG00000109501,318,604,503,633,590,988,593,535
ENSG00000109511,0,0,0,0,0,0,2,0
ENSG00000109519,297,350,399,422,787,923,582,706
ENSG00000109534,73,82,102,110,191,235,159,207
ENSG00000109536,268,290,410,431,155,200,136,146
ENSG00000109572,228,721,846,795,402,444,379,207
ENSG00000109576,61,60,93,117,60,45,40,60
ENSG00000109586,155,504,580,585,1010,1039,843,574
ENSG00000109606,1877,2866,3309,3121,4692,5288,3995,4463
ENSG00000109610,0,0,1,7,9,11,4,0
ENSG00000109618,138,183,210,201,61,40,46,69
